"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"19373",6,248,19440,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.133517688,1.2466454987897,21.605910775,20.920101099,40.719131645166,21.053618787,21.739428463,6,0
"19374",6,248,19441,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.133517688,1.2466454987897,21.605910775,20.920101099,40.719131645166,21.053618787,21.739428463,10,0
"19375",6,248,19442,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,3,0
"19376",6,248,19443,2015,2015-04-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,4,0
"19377",6,248,19444,2015,2015-07-14,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,14,"2015-07-14",14,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,7,0
"19378",6,248,19445,2015,2015-06-02,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,6,0
"19379",6,248,19446,2015,2015-10-07,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,10,0
"19380",6,248,19447,2015,2015-08-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,8,0
"19381",6,248,19448,2015,2015-06-16,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,6,0
"19382",6,248,19449,2015,2015-09-23,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,9,0
"19384",6,248,19451,2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.016257742,2.22848199445126,2.105809556,2.105809556,6.63883369639708,2.122067298,2.122067298,6,0
"19413",6,253,19480,2014,2014-07-24,0,0,1,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,3.526123594,1.18496961988239,45.982470655,41.428967723,58.2816216095185,44.955091317,49.508594249,7,0
"19414",6,253,19481,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,3.526123594,1.18496961988239,45.982470655,41.428967723,58.2816216095185,44.955091317,49.508594249,8,0
"19415",6,253,19482,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,3.526123594,1.18496961988239,45.982470655,41.428967723,58.2816216095185,44.955091317,49.508594249,6,0
"19417",6,253,19484,2015,2015-07-14,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,14,"2015-07-14",14,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,7,0
"19418",6,253,19485,2015,2015-09-08,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,9,0
"19419",6,253,19486,2015,2015-04-21,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,4,0
"19420",6,253,19487,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,9,0
"19421",6,253,19488,2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,6,0
"19422",6,253,19489,2015,2015-10-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,21,"2015-10-21",21,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,10,0
"19423",6,253,19490,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,8,0
"19424",6,253,19491,2015,2015-05-05,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,5,0
"19425",6,253,19492,2015,2015-11-04,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,22,"2015-11-04",4,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,11,0
"19426",6,253,19493,2015,2015-03-24,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,3,0
"19429",6,253,19496,2015,2015-06-02,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,6,0
"19430",6,253,19497,2015,2015-05-19,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,10,"2015-05-19",19,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,5,0
"19431",6,253,19498,2015,2015-08-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,8,0
"19432",6,253,19499,2015,2015-10-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.004948008,1.90337936316055,3.486618067,3.486618067,8.50724828386649,3.491566075,3.491566075,10,0
"19442",6,255,19509,2014,2014-06-26,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.003926991,0.940192001728551,55.71771651,44.881499509,63.2404076005449,44.8854265,55.721643501,6,0
"19443",6,255,19510,2014,2014-10-13,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.003926991,0.940192001728551,55.71771651,44.881499509,63.2404076005449,44.8854265,55.721643501,10,0
"19444",6,255,19511,2015,2015-10-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,21,"2015-10-21",21,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,10,0
"19445",6,255,19512,2015,2015-07-28,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,7,0
"19446",6,255,19513,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,9,0
"19447",6,255,19514,2015,2015-04-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,4,0
"19448",6,255,19515,2015,2015-10-07,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,10,0
"19449",6,255,19516,2015,2015-09-08,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,9,0
"19451",6,255,19518,2015,2015-03-24,0,0,0,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,3,0
"19452",6,255,19519,2015,2015-04-07,0,0,0,0,0,1,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,4,0
"19453",6,255,19520,2015,2015-11-04,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,22,"2015-11-04",4,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,11,0
"19454",6,255,19521,2015,2015-05-05,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,5,0
"19455",6,255,19522,2015,2015-06-30,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,6,0
"19456",6,255,19523,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,8,0
"19457",6,255,19524,2015,2015-06-16,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,6,0
"19458",6,255,19525,2015,2015-07-14,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,14,"2015-07-14",14,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,7,0
"19459",6,255,19526,2015,2015-06-02,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,6,0
"19460",6,255,19527,2015,2015-08-26,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.228707945,1.90337936316055,4.988849134,3.556989742,8.84208085730233,3.785697687,5.217557079,8,0
"19462",6,257,19529,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,2.859320554,1.83629654466672,58.443362298,57.793052619,58.1005425966047,60.652373173,61.302682852,9,0
"19463",6,257,19530,2014,2014-08-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,2.859320554,1.83629654466672,58.443362298,57.793052619,58.1005425966047,60.652373173,61.302682852,8,0
"19464",6,257,19531,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,2.859320554,1.83629654466672,58.443362298,57.793052619,58.1005425966047,60.652373173,61.302682852,7,0
"19465",6,257,19532,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,2.859320554,1.83629654466672,58.443362298,57.793052619,58.1005425966047,60.652373173,61.302682852,10,0
"19466",6,257,19533,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.000628319,1.39879734056818,0.897317401,0.897317401,7.49093249905193,0.89794572,0.89794572,3,0
"19467",6,257,19534,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.000628319,1.39879734056818,0.897317401,0.897317401,7.49093249905193,0.89794572,0.89794572,8,0
"19468",6,257,19535,2015,2015-04-21,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.000628319,1.39879734056818,0.897317401,0.897317401,7.49093249905193,0.89794572,0.89794572,4,0
"19488",6,258,19555,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,9,0
"19496",6,258,19563,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,8,0
"19498",6,258,19565,2015,2015-06-02,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,6,0
"19499",6,258,19566,2015,2015-04-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,4,0
"19500",6,258,19567,2015,2015-05-05,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,5,0
"19501",6,258,19568,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,3,0
"19502",6,258,19569,2015,2015-06-16,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,6,0
"19503",6,258,19570,2015,2015-10-21,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,21,"2015-10-21",21,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,10,0
"19504",6,258,19571,2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.023876104,1.39879734056818,0.874069616,0.874069616,7.13945674048617,0.89794572,0.89794572,6,0
"19506",6,260,19573,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.182840692,1.95608691052061,56.886546059,50.121204819,59.4708579013254,50.304045511,57.069386751,6,0
"19507",6,260,19574,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.182840692,1.95608691052061,56.886546059,50.121204819,59.4708579013254,50.304045511,57.069386751,7,0
"19508",6,260,19575,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.182840692,1.95608691052061,56.886546059,50.121204819,59.4708579013254,50.304045511,57.069386751,10,0
"19509",6,260,19576,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.182840692,1.95608691052061,56.886546059,50.121204819,59.4708579013254,50.304045511,57.069386751,9,0
"19510",6,260,19577,2014,2014-08-21,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.182840692,1.95608691052061,56.886546059,50.121204819,59.4708579013254,50.304045511,57.069386751,8,0
"19511",6,261,19578,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.014451326,1.47440191264694,41.333463308,37.658663841,51.2490574057022,37.673115167,41.347914634,8,1
"19512",6,261,19579,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.014451326,1.47440191264694,41.333463308,37.658663841,51.2490574057022,37.673115167,41.347914634,7,1
"19513",6,261,19580,2014,2014-09-17,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.014451326,1.47440191264694,41.333463308,37.658663841,51.2490574057022,37.673115167,41.347914634,9,1
"19514",6,261,19581,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.014451326,1.47440191264694,41.333463308,37.658663841,51.2490574057022,37.673115167,41.347914634,6,1
"19515",6,261,19582,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.014451326,1.47440191264694,41.333463308,37.658663841,51.2490574057022,37.673115167,41.347914634,10,1
"19517",6,262,19584,2014,2014-10-13,0,0,0,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.135716803,1.47440191264694,38.785710203,38.785710203,52.676934855848,38.921427006,38.921427006,10,0
"19518",6,262,19585,2014,2014-08-21,0,0,0,0,0,1,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.135716803,1.47440191264694,38.785710203,38.785710203,52.676934855848,38.921427006,38.921427006,8,0
"19519",6,262,19586,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.135716803,1.47440191264694,38.785710203,38.785710203,52.676934855848,38.921427006,38.921427006,7,0
"19520",6,262,19587,2014,2014-09-17,0,0,0,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.135716803,1.47440191264694,38.785710203,38.785710203,52.676934855848,38.921427006,38.921427006,9,0
"19521",6,262,19588,2015,2015-06-30,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,6,0
"19522",6,262,19589,2015,2015-06-02,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,6,0
"19523",6,262,19590,2015,2015-10-21,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,21,"2015-10-21",21,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,10,0
"19524",6,262,19591,2015,2015-04-07,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,4,0
"19526",6,262,19593,2015,2015-08-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,8,0
"19528",6,262,19595,2015,2015-09-08,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,9,0
"19529",6,262,19596,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,9,0
"19535",6,262,19602,2015,2015-10-07,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,10,0
"19536",6,262,19603,2015,2015-04-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.067387162,1.76653700779308,3.714383534,3.714383534,8.14661778794513,3.781770696,3.781770696,4,0
